join_id,TMAS Station ID,TMAS Latitude,TMAS Longitude,TMAS Functional Class,time_period,time_value,total_crashes,fatal_crashes,serious_injuries,vehicle_count,traffic_observation_days,average_vehicle_count
R357,00R357,33.6864,-84.401,1U,hour,23,2,0,0,664836,365,1821.47
R365,00R365,33.7976,-84.3941,1U,hour,0,5,0,0,143774,363,396.07
R365,00R365,33.7976,-84.3941,1U,hour,1,3,0,0,97250,363,267.91
R365,00R365,33.7976,-84.3941,1U,hour,2,6,0,0,84119,363,231.73
R365,00R365,33.7976,-84.3941,1U,hour,3,2,1,0,75568,363,208.18
R365,00R365,33.7976,-84.3941,1U,hour,4,1,0,0,71609,363,197.27
R365,00R365,33.7976,-84.3941,1U,hour,5,2,0,0,133330,363,367.3
R365,00R365,33.7976,-84.3941,1U,hour,6,3,0,0,293028,363,807.24
R365,00R365,33.7976,-84.3941,1U,hour,7,7,0,0,453269,363,1248.67
R365,00R365,33.7976,-84.3941,1U,hour,8,14,0,0,495336,363,1364.56
R365,00R365,33.7976,-84.3941,1U,hour,9,9,0,0,477830,363,1316.34
R365,00R365,33.7976,-84.3941,1U,hour,10,7,0,0,486352,363,1339.81
R365,00R365,33.7976,-84.3941,1U,hour,11,9,0,0,500798,363,1379.61
R365,00R365,33.7976,-84.3941,1U,hour,12,13,0,0,517394,363,1425.33
R365,00R365,33.7976,-84.3941,1U,hour,13,10,0,0,515002,363,1418.74
R365,00R365,33.7976,-84.3941,1U,hour,14,17,0,0,513474,363,1414.53
R365,00R365,33.7976,-84.3941,1U,hour,15,13,0,0,520573,363,1434.09
R365,00R365,33.7976,-84.3941,1U,hour,16,18,0,0,513096,363,1413.49
R365,00R365,33.7976,-84.3941,1U,hour,17,18,0,1,499260,363,1375.37
R365,00R365,33.7976,-84.3941,1U,hour,18,15,0,0,469154,363,1292.44
R365,00R365,33.7976,-84.3941,1U,hour,19,20,0,0,449414,363,1238.06
R365,00R365,33.7976,-84.3941,1U,hour,20,11,0,0,375606,363,1034.73
R365,00R365,33.7976,-84.3941,1U,hour,21,5,0,0,336461,363,926.89
R365,00R365,33.7976,-84.3941,1U,hour,22,9,0,0,273810,363,754.3
R365,00R365,33.7976,-84.3941,1U,hour,23,3,0,0,200068,363,551.15
R376,00R376,33.76358,-84.4916,1U,hour,0,4,0,1,111002,363,305.79
R376,00R376,33.76358,-84.4916,1U,hour,1,4,0,0,87800,363,241.87
R376,00R376,33.76358,-84.4916,1U,hour,2,1,0,1,79271,363,218.38
R376,00R376,33.76358,-84.4916,1U,hour,3,3,0,2,86744,363,238.96
R376,00R376,33.76358,-84.4916,1U,hour,4,0,0,0,135178,363,372.39
R376,00R376,33.76358,-84.4916,1U,hour,5,3,0,0,257472,363,709.29
R376,00R376,33.76358,-84.4916,1U,hour,6,3,0,0,356962,363,983.37
R376,00R376,33.76358,-84.4916,1U,hour,7,8,0,0,376221,363,1036.42
R376,00R376,33.76358,-84.4916,1U,hour,8,6,0,0,370652,363,1021.08
R376,00R376,33.76358,-84.4916,1U,hour,9,4,0,0,386136,363,1063.74
R376,00R376,33.76358,-84.4916,1U,hour,10,8,0,0,407560,363,1122.75
R376,00R376,33.76358,-84.4916,1U,hour,11,5,0,0,424552,363,1169.56
R376,00R376,33.76358,-84.4916,1U,hour,12,6,0,1,432030,363,1190.17
R376,00R376,33.76358,-84.4916,1U,hour,13,7,0,0,433947,363,1195.45
R376,00R376,33.76358,-84.4916,1U,hour,14,7,0,0,447271,363,1232.15
R376,00R376,33.76358,-84.4916,1U,hour,15,9,0,0,451512,363,1243.83
R376,00R376,33.76358,-84.4916,1U,hour,16,19,0,0,459373,363,1265.49
R376,00R376,33.76358,-84.4916,1U,hour,17,9,0,0,462137,363,1273.1
R376,00R376,33.76358,-84.4916,1U,hour,18,10,0,0,437444,363,1205.08
R376,00R376,33.76358,-84.4916,1U,hour,19,5,0,2,393060,363,1082.81
R376,00R376,33.76358,-84.4916,1U,hour,20,2,0,0,324534,363,894.03
R376,00R376,33.76358,-84.4916,1U,hour,21,5,0,0,253224,363,697.59
R376,00R376,33.76358,-84.4916,1U,hour,22,2,0,0,199621,363,549.92
R376,00R376,33.76358,-84.4916,1U,hour,23,6,0,1,149829,363,412.75
R378,00R378,33.79504,-84.392,1U,hour,0,5,0,0,189647,363,522.44
R378,00R378,33.79504,-84.392,1U,hour,1,4,0,1,119071,363,328.02
R378,00R378,33.79504,-84.392,1U,hour,2,1,0,1,87525,363,241.12
R378,00R378,33.79504,-84.392,1U,hour,3,2,0,0,82457,363,227.15
R378,00R378,33.79504,-84.392,1U,hour,4,2,0,0,71267,363,196.33
R378,00R378,33.79504,-84.392,1U,hour,5,1,0,0,144193,363,397.23
R378,00R378,33.79504,-84.392,1U,hour,6,5,0,0,306463,363,844.25
R378,00R378,33.79504,-84.392,1U,hour,7,8,0,0,561313,363,1546.32
R378,00R378,33.79504,-84.392,1U,hour,8,11,0,0,697112,363,1920.42
R378,00R378,33.79504,-84.392,1U,hour,9,5,0,0,612662,363,1687.77
R378,00R378,33.79504,-84.392,1U,hour,10,5,0,0,526065,363,1449.21
R378,00R378,33.79504,-84.392,1U,hour,11,6,0,0,559841,363,1542.26
R378,00R378,33.79504,-84.392,1U,hour,12,13,0,0,608200,363,1675.48
R378,00R378,33.79504,-84.392,1U,hour,13,4,0,0,643390,363,1772.42
R378,00R378,33.79504,-84.392,1U,hour,14,7,0,0,701458,363,1932.39
R378,00R378,33.79504,-84.392,1U,hour,15,10,0,0,766202,363,2110.75
R378,00R378,33.79504,-84.392,1U,hour,16,7,0,0,811086,363,2234.4
R378,00R378,33.79504,-84.392,1U,hour,17,10,0,1,843601,363,2323.97
R378,00R378,33.79504,-84.392,1U,hour,18,11,0,0,772115,363,2127.04
R378,00R378,33.79504,-84.392,1U,hour,19,14,0,0,572062,363,1575.93
R378,00R378,33.79504,-84.392,1U,hour,20,9,0,0,451061,363,1242.59
R378,00R378,33.79504,-84.392,1U,hour,21,7,0,0,402386,363,1108.5
R378,00R378,33.79504,-84.392,1U,hour,22,3,0,0,355848,363,980.3
R378,00R378,33.79504,-84.392,1U,hour,23,3,0,0,287746,363,792.69
113,000113,33.697436,-84.42434,2U,day_of_week,Monday,1,0,0,3247867,52,62458.98
113,000113,33.697436,-84.42434,2U,day_of_week,Tuesday,2,0,0,3410092,52,65578.69
113,000113,33.697436,-84.42434,2U,day_of_week,Wednesday,1,0,0,3490720,52,67129.23
113,000113,33.697436,-84.42434,2U,day_of_week,Thursday,2,0,0,3598549,52,69202.87
113,000113,33.697436,-84.42434,2U,day_of_week,Friday,2,0,0,3756843,52,72246.98
113,000113,33.697436,-84.42434,2U,day_of_week,Saturday,1,0,0,3313473,53,62518.36
113,000113,33.697436,-84.42434,2U,day_of_week,Sunday,0,0,0,2695894,52,51844.12
195,000195,33.67238,-84.41434,1U,day_of_week,Monday,0,0,0,7725981,52,148576.56
195,000195,33.67238,-84.41434,1U,day_of_week,Tuesday,0,0,0,7536118,52,144925.35
195,000195,33.67238,-84.41434,1U,day_of_week,Wednesday,0,0,0,7509620,51,147247.45
195,000195,33.67238,-84.41434,1U,day_of_week,Thursday,0,0,0,8053215,52,154869.52
195,000195,33.67238,-84.41434,1U,day_of_week,Friday,1,0,0,8177994,52,157269.12
195,000195,33.67238,-84.41434,1U,day_of_week,Saturday,0,0,0,7021011,53,132471.91
195,000195,33.67238,-84.41434,1U,day_of_week,Sunday,1,0,0,6998292,52,134582.54
271,000271,33.86529,-84.38077,3U,day_of_week,Monday,1,0,0,1314030,52,25269.81
271,000271,33.86529,-84.38077,3U,day_of_week,Tuesday,2,0,1,1433043,52,27558.52
271,000271,33.86529,-84.38077,3U,day_of_week,Wednesday,2,0,0,1458131,52,28040.98
271,000271,33.86529,-84.38077,3U,day_of_week,Thursday,2,0,0,1470536,52,28279.54
271,000271,33.86529,-84.38077,3U,day_of_week,Friday,0,0,0,1503661,52,28916.56
271,000271,33.86529,-84.38077,3U,day_of_week,Saturday,1,0,0,1383893,53,26111.19
271,000271,33.86529,-84.38077,3U,day_of_week,Sunday,1,0,0,1099749,52,21149.02
308,000308,33.8743,-84.44614,1U,day_of_week,Monday,5,0,0,4193025,24,174709.38
308,000308,33.8743,-84.44614,1U,day_of_week,Tuesday,7,0,0,4431052,24,184627.17
308,000308,33.8743,-84.44614,1U,day_of_week,Wednesday,1,0,0,4505590,24,187732.92
308,000308,33.8743,-84.44614,1U,day_of_week,Thursday,8,0,0,4456526,23,193762.0
308,000308,33.8743,-84.44614,1U,day_of_week,Friday,5,0,0,4564492,23,198456.17
308,000308,33.8743,-84.44614,1U,day_of_week,Saturday,0,0,0,3444531,20,172226.55
308,000308,33.8743,-84.44614,1U,day_of_week,Sunday,2,0,0,2835117,19,149216.68
309,000309,33.67633,-84.39741,1U,day_of_week,Monday,2,0,0,8544703,49,174381.69
309,000309,33.67633,-84.39741,1U,day_of_week,Tuesday,3,0,1,8694107,49,177430.76
309,000309,33.67633,-84.39741,1U,day_of_week,Wednesday,7,0,1,8845452,49,180519.43
309,000309,33.67633,-84.39741,1U,day_of_week,Thursday,5,0,0,9081029,49,185327.12
309,000309,33.67633,-84.39741,1U,day_of_week,Friday,0,0,0,9466905,49,193202.14
309,000309,33.67633,-84.39741,1U,day_of_week,Saturday,4,0,1,8959241,50,179184.82
309,000309,33.67633,-84.39741,1U,day_of_week,Sunday,8,0,0,7698378,49,157109.76
310,000310,33.70881,-84.40227,1U,day_of_week,Monday,3,0,0,8833951,29,304619.0
310,000310,33.70881,-84.40227,1U,day_of_week,Tuesday,11,0,0,8983601,29,309779.34
310,000310,33.70881,-84.40227,1U,day_of_week,Wednesday,1,0,0,9035651,29,311574.17
310,000310,33.70881,-84.40227,1U,day_of_week,Thursday,12,0,0,9371787,29,323165.07
310,000310,33.70881,-84.40227,1U,day_of_week,Friday,7,0,0,9606848,29,331270.62
310,000310,33.70881,-84.40227,1U,day_of_week,Saturday,1,0,0,9138579,30,304619.3
310,000310,33.70881,-84.40227,1U,day_of_week,Sunday,2,0,0,8317749,29,286818.93
313,000313,33.75941,-84.47873,1U,day_of_week,Monday,5,0,0,6395326,42,152269.67
313,000313,33.75941,-84.47873,1U,day_of_week,Tuesday,7,0,0,6674088,42,158906.86
313,000313,33.75941,-84.47873,1U,day_of_week,Wednesday,6,0,0,6972511,43,162151.42
313,000313,33.75941,-84.47873,1U,day_of_week,Thursday,10,0,0,7121281,43,165611.19
313,000313,33.75941,-84.47873,1U,day_of_week,Friday,2,0,0,7407731,43,172272.81
313,000313,33.75941,-84.47873,1U,day_of_week,Saturday,4,0,0,6779377,43,157659.93
313,000313,33.75941,-84.47873,1U,day_of_week,Sunday,2,0,0,5705192,42,135837.9
315,000315,33.74291,-84.40256,1U,day_of_week,Monday,23,0,0,9069365,50,181387.3
315,000315,33.74291,-84.40256,1U,day_of_week,Tuesday,25,0,1,9384522,50,187690.44
315,000315,33.74291,-84.40256,1U,day_of_week,Wednesday,16,0,0,9591758,50,191835.16
315,000315,33.74291,-84.40256,1U,day_of_week,Thursday,24,1,0,9571868,49,195344.24
315,000315,33.74291,-84.40256,1U,day_of_week,Friday,25,0,0,10416438,51,204243.88
315,000315,33.74291,-84.40256,1U,day_of_week,Saturday,19,0,0,9888634,52,190166.04
315,000315,33.74291,-84.40256,1U,day_of_week,Sunday,19,0,2,8401468,51,164734.67
322,000322,33.80709,-84.37974,1U,day_of_week,Monday,23,0,0,12462429,52,239662.1
322,000322,33.80709,-84.37974,1U,day_of_week,Tuesday,29,0,1,12729892,52,244805.62
322,000322,33.80709,-84.37974,1U,day_of_week,Wednesday,33,0,1,12779759,52,245764.6
322,000322,33.80709,-84.37974,1U,day_of_week,Thursday,26,0,0,12947172,52,248984.08
322,000322,33.80709,-84.37974,1U,day_of_week,Friday,37,1,0,13037177,52,250714.94
322,000322,33.80709,-84.37974,1U,day_of_week,Saturday,36,0,1,12649448,53,238668.83
322,000322,33.80709,-84.37974,1U,day_of_week,Sunday,23,0,1,11014124,52,211810.08
77,000077,33.74314,-84.37869,1U,day_of_week,Monday,22,0,0,2536539,12,211378.25
77,000077,33.74314,-84.37869,1U,day_of_week,Tuesday,31,0,0,2768694,13,212976.46
77,000077,33.74314,-84.37869,1U,day_of_week,Wednesday,20,0,0,2840349,13,218488.38
77,000077,33.74314,-84.37869,1U,day_of_week,Thursday,24,0,0,2884358,13,221873.69
77,000077,33.74314,-84.37869,1U,day_of_week,Friday,31,1,0,2771241,12,230936.75
77,000077,33.74314,-84.37869,1U,day_of_week,Saturday,37,0,0,2851272,13,219328.62
77,000077,33.74314,-84.37869,1U,day_of_week,Sunday,23,0,0,2368614,12,197384.5
86,000086,33.7862,-84.40443,4U,day_of_week,Monday,7,0,0,,0,
86,000086,33.7862,-84.40443,4U,day_of_week,Tuesday,7,0,0,,0,
86,000086,33.7862,-84.40443,4U,day_of_week,Wednesday,5,0,0,16254,1,16254.0
86,000086,33.7862,-84.40443,4U,day_of_week,Thursday,5,0,0,47908,3,15969.33
86,000086,33.7862,-84.40443,4U,day_of_week,Friday,8,0,0,17407,1,17407.0
86,000086,33.7862,-84.40443,4U,day_of_week,Saturday,6,0,0,,0,
86,000086,33.7862,-84.40443,4U,day_of_week,Sunday,4,0,0,30672,2,15336.0
9,000009,33.75873,-84.37843,1U,day_of_week,Monday,31,0,0,14688525,48,306010.94
9,000009,33.75873,-84.37843,1U,day_of_week,Tuesday,32,0,0,14528133,48,302669.44
9,000009,33.75873,-84.37843,1U,day_of_week,Wednesday,40,0,0,14904687,49,304177.29
9,000009,33.75873,-84.37843,1U,day_of_week,Thursday,42,0,0,15252195,49,311269.29
9,000009,33.75873,-84.37843,1U,day_of_week,Friday,36,0,0,15743772,49,321301.47
9,000009,33.75873,-84.37843,1U,day_of_week,Saturday,45,0,2,14846031,48,309292.31
9,000009,33.75873,-84.37843,1U,day_of_week,Sunday,24,1,0,13944403,48,290508.4
R356,00R356,33.79647,-84.39434,1U,day_of_week,Monday,15,0,0,1954041,52,37577.71
R356,00R356,33.79647,-84.39434,1U,day_of_week,Tuesday,21,0,0,2096976,52,40326.46
R356,00R356,33.79647,-84.39434,1U,day_of_week,Wednesday,21,0,0,2150696,52,41359.54
R356,00R356,33.79647,-84.39434,1U,day_of_week,Thursday,13,0,0,2209021,52,42481.17
R356,00R356,33.79647,-84.39434,1U,day_of_week,Friday,18,0,1,2212605,52,42550.1
R356,00R356,33.79647,-84.39434,1U,day_of_week,Saturday,13,1,1,1906408,53,35969.96
R356,00R356,33.79647,-84.39434,1U,day_of_week,Sunday,11,0,0,1537370,51,30144.51
R357,00R357,33.6864,-84.401,1U,day_of_week,Monday,7,0,0,2907516,52,55913.77
R357,00R357,33.6864,-84.401,1U,day_of_week,Tuesday,13,1,0,2769238,52,53254.58
R357,00R357,33.6864,-84.401,1U,day_of_week,Wednesday,6,0,0,2753122,52,52944.65
R357,00R357,33.6864,-84.401,1U,day_of_week,Thursday,8,0,0,2837289,52,54563.25
R357,00R357,33.6864,-84.401,1U,day_of_week,Friday,14,0,1,2880585,52,55395.87
R357,00R357,33.6864,-84.401,1U,day_of_week,Saturday,6,0,0,2677481,53,50518.51
R357,00R357,33.6864,-84.401,1U,day_of_week,Sunday,4,0,0,2758026,52,53038.96
R365,00R365,33.7976,-84.3941,1U,day_of_week,Monday,26,0,0,1220875,51,23938.73
R365,00R365,33.7976,-84.3941,1U,day_of_week,Tuesday,37,0,1,1298574,52,24972.58
R365,00R365,33.7976,-84.3941,1U,day_of_week,Wednesday,25,0,0,1282978,52,24672.65
R365,00R365,33.7976,-84.3941,1U,day_of_week,Thursday,49,0,0,1275018,52,24519.58
R365,00R365,33.7976,-84.3941,1U,day_of_week,Friday,34,0,0,1240285,51,24319.31
R365,00R365,33.7976,-84.3941,1U,day_of_week,Saturday,36,1,0,1176783,53,22203.45
R365,00R365,33.7976,-84.3941,1U,day_of_week,Sunday,13,0,0,1001062,52,19251.19
R376,00R376,33.76358,-84.4916,1U,day_of_week,Monday,22,0,1,1067601,52,20530.79
R376,00R376,33.76358,-84.4916,1U,day_of_week,Tuesday,15,0,0,1095258,52,21062.65
R376,00R376,33.76358,-84.4916,1U,day_of_week,Wednesday,24,0,2,1101106,52,21175.12
R376,00R376,33.76358,-84.4916,1U,day_of_week,Thursday,19,0,0,1123009,52,21596.33
R376,00R376,33.76358,-84.4916,1U,day_of_week,Friday,22,0,0,1174918,52,22594.58
R376,00R376,33.76358,-84.4916,1U,day_of_week,Saturday,20,0,1,1074926,53,20281.62
R376,00R376,33.76358,-84.4916,1U,day_of_week,Sunday,14,0,4,886714,50,17734.28
R378,00R378,33.79504,-84.392,1U,day_of_week,Monday,29,0,1,1573224,52,30254.31
R378,00R378,33.79504,-84.392,1U,day_of_week,Tuesday,25,0,0,1804052,52,34693.31
R378,00R378,33.79504,-84.392,1U,day_of_week,Wednesday,21,0,0,1800344,52,34622.0
R378,00R378,33.79504,-84.392,1U,day_of_week,Thursday,25,0,1,1773169,52,34099.4
R378,00R378,33.79504,-84.392,1U,day_of_week,Friday,24,0,1,1670718,52,32129.19
R378,00R378,33.79504,-84.392,1U,day_of_week,Saturday,15,0,0,1441850,53,27204.72
R378,00R378,33.79504,-84.392,1U,day_of_week,Sunday,14,0,0,1109414,50,22188.28
113,000113,33.697436,-84.42434,2U,month,1,1,0,0,1807728,31,58313.81
113,000113,33.697436,-84.42434,2U,month,2,0,0,0,1827517,28,65268.46
113,000113,33.697436,-84.42434,2U,month,3,2,0,0,2089395,31,67399.84
113,000113,33.697436,-84.42434,2U,month,4,0,0,0,1996147,30,66538.23
113,000113,33.697436,-84.42434,2U,month,5,1,0,0,2079270,31,67073.23
113,000113,33.697436,-84.42434,2U,month,6,2,0,0,1913103,30,63770.1
113,000113,33.697436,-84.42434,2U,month,7,1,0,0,1912593,31,61696.55
113,000113,33.697436,-84.42434,2U,month,8,0,0,0,2042856,31,65898.58
113,000113,33.697436,-84.42434,2U,month,9,0,0,0,1985776,30,66192.53
113,000113,33.697436,-84.42434,2U,month,10,1,0,0,2059769,31,66444.16
113,000113,33.697436,-84.42434,2U,month,11,1,0,0,1912848,30,63761.6
113,000113,33.697436,-84.42434,2U,month,12,0,0,0,1886436,31,60852.77
195,000195,33.67238,-84.41434,1U,month,1,0,0,0,3783907,31,122061.52
195,000195,33.67238,-84.41434,1U,month,2,0,0,0,3842156,28,137219.86
195,000195,33.67238,-84.41434,1U,month,3,0,0,0,4520074,31,145808.84
195,000195,33.67238,-84.41434,1U,month,4,0,0,0,4428692,30,147623.07
195,000195,33.67238,-84.41434,1U,month,5,0,0,0,4783359,31,154301.9
195,000195,33.67238,-84.41434,1U,month,6,0,0,0,4517609,30,150586.97
195,000195,33.67238,-84.41434,1U,month,7,0,0,0,4599878,31,148383.16
195,000195,33.67238,-84.41434,1U,month,8,0,0,0,4623462,31,149143.94
195,000195,33.67238,-84.41434,1U,month,9,0,0,0,4538916,30,151297.2
195,000195,33.67238,-84.41434,1U,month,10,0,0,0,4717445,31,152175.65
195,000195,33.67238,-84.41434,1U,month,11,1,0,0,4441845,30,148061.5
195,000195,33.67238,-84.41434,1U,month,12,1,0,0,4224888,30,140829.6
271,000271,33.86529,-84.38077,3U,month,1,1,0,0,767633,31,24762.35
271,000271,33.86529,-84.38077,3U,month,2,0,0,0,746538,28,26662.07
271,000271,33.86529,-84.38077,3U,month,3,1,0,0,833060,31,26872.9
271,000271,33.86529,-84.38077,3U,month,4,0,0,0,815547,30,27184.9
271,000271,33.86529,-84.38077,3U,month,5,0,0,0,849372,31,27399.1
271,000271,33.86529,-84.38077,3U,month,6,1,0,1,807461,30,26915.37
271,000271,33.86529,-84.38077,3U,month,7,0,0,0,780954,31,25192.06
271,000271,33.86529,-84.38077,3U,month,8,1,0,0,846001,31,27290.35
271,000271,33.86529,-84.38077,3U,month,9,2,0,0,808950,30,26965.0
271,000271,33.86529,-84.38077,3U,month,10,2,0,0,834054,31,26904.97
271,000271,33.86529,-84.38077,3U,month,11,1,0,0,773146,30,25771.53
271,000271,33.86529,-84.38077,3U,month,12,0,0,0,800327,31,25817.0
308,000308,33.8743,-84.44614,1U,month,1,4,0,0,4626006,29,159517.45
308,000308,33.8743,-84.44614,1U,month,2,1,0,0,4654519,26,179019.96
308,000308,33.8743,-84.44614,1U,month,3,2,0,0,5596890,30,186563.0
308,000308,33.8743,-84.44614,1U,month,4,4,0,0,5306754,28,189526.93
308,000308,33.8743,-84.44614,1U,month,5,0,0,0,5309905,28,189639.46
308,000308,33.8743,-84.44614,1U,month,6,3,0,0,2936259,16,183516.19
308,000308,33.8743,-84.44614,1U,month,7,2,0,0,,0,
308,000308,33.8743,-84.44614,1U,month,8,2,0,0,,0,
308,000308,33.8743,-84.44614,1U,month,9,1,0,0,,0,
308,000308,33.8743,-84.44614,1U,month,10,1,0,0,,0,
308,000308,33.8743,-84.44614,1U,month,11,3,0,0,,0,
308,000308,33.8743,-84.44614,1U,month,12,5,0,0,,0,
309,000309,33.67633,-84.39741,1U,month,1,1,0,0,4977281,31,160557.45
309,000309,33.67633,-84.39741,1U,month,2,3,0,1,4898733,28,174954.75
309,000309,33.67633,-84.39741,1U,month,3,0,0,0,5632280,31,181686.45
309,000309,33.67633,-84.39741,1U,month,4,3,0,0,3439563,19,181029.63
309,000309,33.67633,-84.39741,1U,month,5,2,0,1,4041171,22,183689.59
309,000309,33.67633,-84.39741,1U,month,6,3,0,0,5519025,30,183967.5
309,000309,33.67633,-84.39741,1U,month,7,3,0,1,5610328,31,180978.32
309,000309,33.67633,-84.39741,1U,month,8,0,0,0,5533172,31,178489.42
309,000309,33.67633,-84.39741,1U,month,9,2,0,0,5263678,29,181506.14
309,000309,33.67633,-84.39741,1U,month,10,4,0,0,5681509,31,183274.48
309,000309,33.67633,-84.39741,1U,month,11,1,0,0,5337486,30,177916.2
309,000309,33.67633,-84.39741,1U,month,12,7,0,0,5355589,31,172760.94
310,000310,33.70881,-84.40227,1U,month,1,2,0,0,8578136,31,276714.06
310,000310,33.70881,-84.40227,1U,month,2,2,0,0,8552310,28,305439.64
310,000310,33.70881,-84.40227,1U,month,3,5,0,0,9519418,30,317313.93
310,000310,33.70881,-84.40227,1U,month,4,1,0,0,9568908,30,318963.6
310,000310,33.70881,-84.40227,1U,month,5,5,0,0,10042127,31,323939.58
310,000310,33.70881,-84.40227,1U,month,6,3,0,0,9619619,30,320653.97
310,000310,33.70881,-84.40227,1U,month,7,2,0,0,7407648,24,308652.0
310,000310,33.70881,-84.40227,1U,month,8,1,0,0,,0,
310,000310,33.70881,-84.40227,1U,month,9,5,0,0,,0,
310,000310,33.70881,-84.40227,1U,month,10,6,0,0,,0,
310,000310,33.70881,-84.40227,1U,month,11,5,0,0,,0,
310,000310,33.70881,-84.40227,1U,month,12,0,0,0,,0,
313,000313,33.75941,-84.47873,1U,month,1,3,0,0,3914478,28,139802.79
313,000313,33.75941,-84.47873,1U,month,2,4,0,0,,0,
313,000313,33.75941,-84.47873,1U,month,3,7,0,0,,0,
313,000313,33.75941,-84.47873,1U,month,4,1,0,0,4072874,25,162914.96
313,000313,33.75941,-84.47873,1U,month,5,4,0,0,4988669,31,160924.81
313,000313,33.75941,-84.47873,1U,month,6,1,0,0,4798895,30,159963.17
313,000313,33.75941,-84.47873,1U,month,7,3,0,0,4761087,31,153583.45
313,000313,33.75941,-84.47873,1U,month,8,2,0,0,4971012,31,160355.23
313,000313,33.75941,-84.47873,1U,month,9,4,0,0,4867483,30,162249.43
313,000313,33.75941,-84.47873,1U,month,10,1,0,0,5107081,31,164744.55
313,000313,33.75941,-84.47873,1U,month,11,2,0,0,4830953,30,161031.77
313,000313,33.75941,-84.47873,1U,month,12,4,0,0,4742974,31,152999.16
315,000315,33.74291,-84.40256,1U,month,1,15,0,0,3802284,23,165316.7
315,000315,33.74291,-84.40256,1U,month,2,13,1,1,5209853,28,186066.18
315,000315,33.74291,-84.40256,1U,month,3,15,0,0,5856583,31,188922.03
315,000315,33.74291,-84.40256,1U,month,4,7,0,0,5770652,30,192355.07
315,000315,33.74291,-84.40256,1U,month,5,12,0,0,5959692,31,192248.13
315,000315,33.74291,-84.40256,1U,month,6,10,0,1,5674715,30,189157.17
315,000315,33.74291,-84.40256,1U,month,7,9,0,0,5705975,31,184063.71
315,000315,33.74291,-84.40256,1U,month,8,12,0,0,5938226,31,191555.68
315,000315,33.74291,-84.40256,1U,month,9,17,0,0,5791796,30,193059.87
315,000315,33.74291,-84.40256,1U,month,10,24,0,0,5275021,27,195371.15
315,000315,33.74291,-84.40256,1U,month,11,10,0,0,5701044,30,190034.8
315,000315,33.74291,-84.40256,1U,month,12,7,0,1,5638212,31,181877.81
322,000322,33.80709,-84.37974,1U,month,1,20,0,0,6758671,31,218021.65
322,000322,33.80709,-84.37974,1U,month,2,19,0,0,6759639,28,241415.68
322,000322,33.80709,-84.37974,1U,month,3,21,1,1,7462894,31,240738.52
322,000322,33.80709,-84.37974,1U,month,4,16,0,1,7405809,30,246860.3
322,000322,33.80709,-84.37974,1U,month,5,17,0,0,7644908,31,246609.94
322,000322,33.80709,-84.37974,1U,month,6,18,0,0,7364795,30,245493.17
322,000322,33.80709,-84.37974,1U,month,7,18,0,0,7406943,31,238933.65
322,000322,33.80709,-84.37974,1U,month,8,17,0,0,7657292,31,247009.42
322,000322,33.80709,-84.37974,1U,month,9,18,0,1,7358090,30,245269.67
322,000322,33.80709,-84.37974,1U,month,10,13,0,0,7581045,31,244549.84
322,000322,33.80709,-84.37974,1U,month,11,10,0,0,7057005,30,235233.5
322,000322,33.80709,-84.37974,1U,month,12,20,0,1,7162910,31,231061.61
77,000077,33.74314,-84.37869,1U,month,1,7,0,0,,0,
77,000077,33.74314,-84.37869,1U,month,2,15,0,0,,0,
77,000077,33.74314,-84.37869,1U,month,3,19,0,0,,0,
77,000077,33.74314,-84.37869,1U,month,4,16,0,0,,0,
77,000077,33.74314,-84.37869,1U,month,5,21,0,0,,0,
77,000077,33.74314,-84.37869,1U,month,6,16,0,0,,0,
77,000077,33.74314,-84.37869,1U,month,7,20,0,0,,0,
77,000077,33.74314,-84.37869,1U,month,8,14,0,0,,0,
77,000077,33.74314,-84.37869,1U,month,9,20,1,0,,0,
77,000077,33.74314,-84.37869,1U,month,10,13,0,0,6859572,31,221276.52
77,000077,33.74314,-84.37869,1U,month,11,16,0,0,6416511,30,213883.7
77,000077,33.74314,-84.37869,1U,month,12,11,0,0,5744984,27,212777.19
86,000086,33.7862,-84.40443,4U,month,1,6,0,0,,0,
86,000086,33.7862,-84.40443,4U,month,2,3,0,0,,0,
86,000086,33.7862,-84.40443,4U,month,3,1,0,0,,0,
86,000086,33.7862,-84.40443,4U,month,4,4,0,0,,0,
86,000086,33.7862,-84.40443,4U,month,5,1,0,0,,0,
86,000086,33.7862,-84.40443,4U,month,6,4,0,0,,0,
86,000086,33.7862,-84.40443,4U,month,7,3,0,0,,0,
86,000086,33.7862,-84.40443,4U,month,8,4,0,0,13578,1,13578.0
86,000086,33.7862,-84.40443,4U,month,9,3,0,0,32937,2,16468.5
86,000086,33.7862,-84.40443,4U,month,10,5,0,0,17094,1,17094.0
86,000086,33.7862,-84.40443,4U,month,11,3,0,0,14487,1,14487.0
86,000086,33.7862,-84.40443,4U,month,12,5,0,0,34145,2,17072.5
9,000009,33.75873,-84.37843,1U,month,1,25,0,0,8821309,31,284558.35
9,000009,33.75873,-84.37843,1U,month,2,13,0,0,8540158,28,305005.64
9,000009,33.75873,-84.37843,1U,month,3,20,0,0,9716967,31,313450.55
9,000009,33.75873,-84.37843,1U,month,4,24,1,0,6010641,19,316349.53
9,000009,33.75873,-84.37843,1U,month,5,23,0,0,7099273,22,322694.23
