Date,Time,Hour,Year,Month,Day,DayOfWeek,Crash Latitude,Crash Longitude,KABCO Severity,# of Fatalities per Crash,# Serious Injuries,# Visible Injuries,Geolocated City,Geolocated County,Roadway (From Crash Report),Intersection Name (from Crash Report),Manner of Collision (Crash Level),Location at Impact (Crash Level),Light Conditions (Crash Level),Weather Conditions (Crash Level),Surface Condition (Crash Level),Agency Name (Crash Level),Safety Equipment (Crash Level),First Harmful Event (Unit Order),Most Harmful Event (Crash Level),"Operator/Pedestrian Contrib Factor (excl None, Other, No Contrib Factors)",join_id,Crash_to_TMAS_m
2022-11-28,14:38:00,14,2022,11,28,Monday,33.758061,-84.378429,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-7585 Conn N,Freedom Pkwy and I-7585 Conn N,Sideswipe-Same Direction,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Changed Lanes Improperly,9,74.22847621769024
2022-11-29,08:05:00,8,2022,11,29,Tuesday,33.743487,-84.378091,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-20 Wb,I-20 Wb and Hill St Overpass,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,77,67.56540339809911
2022-11-29,07:58:00,7,2022,11,29,Tuesday,33.742166,-84.404473,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-20 East,I-20 East and Mcdaniel St,Sideswipe-Same Direction,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Child Restraint System (Properly Used)""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Changed Lanes Improperly,315,195.5922351065285
2022-11-29,11:00:00,11,2022,11,29,Tuesday,33.798201,-84.393111,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-85 S,I-85 S and Peachtree St,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R365,113.31238974490356
2022-11-29,06:45:00,6,2022,11,29,Tuesday,33.709333,-84.402182,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-7585 North,Fair Drive and I-7585 North,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,310,58.5988479829968
2022-11-30,10:00:00,10,2022,11,30,Wednesday,33.764561,-84.492411,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I 20,I 20 and I 285,Rear End,On Roadway - Non-Intersection,Daylight,Rain,Wet,Dekalb Co Police Department,Unknown,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R376,132.26352774836607
2022-11-30,12:41:00,12,2022,11,30,Wednesday,33.759385,-84.378344,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,Ellis St Ne,Fort  St Ne and Ellis St Ne,Angle Crash,On Roadway - Roadway Intersection,Daylight,Clear,Dry,Atlanta Police Department,"[""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Disregard Stop Sign/Signal,9,73.11078710435534
2022-11-30,10:00:00,10,2022,11,30,Wednesday,33.795713,-84.393652,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-85,None and I-85,Rear End,On Roadway - Non-Intersection,Daylight,Rain,Water (standing or moving),Atlanta Police Department,"[""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R356,105.43482555540106
2022-11-30,08:03:00,8,2022,11,30,Wednesday,33.760301,-84.379354,(B) Suspected Minor/Visible Injury,0.0,0.0,1.0,Atlanta,FULTON,I-75,I-75 and Andrew Young International Blvd Ne,Rear End,On Roadway - Non-Intersection,Daylight,Cloudy,Wet,Atlanta Police Department,"[""Unknown"",""Unknown"",""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,9,194.20712346031675
2022-12-01,19:30:00,19,2022,12,1,Thursday,33.794574,-84.391682,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75 Sb,I-75 Sb and Deering Rd,Sideswipe-Same Direction,On Roadway - Non-Intersection,Dark-Lighted,Clear,Dry,Gsp Post 00,"[""Unknown"",""Lap and Shoulder Belt Used"",""Lap Belt Only Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Changed Lanes Improperly,R378,59.507563698313575
2022-12-01,11:20:00,11,2022,12,1,Thursday,33.797943,-84.395836,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75 Sb,17Th St and I-75 Sb,Sideswipe-Same Direction,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Changed Lanes Improperly,R365,165.25196517455225
2022-12-01,09:00:00,9,2022,12,1,Thursday,33.674523,-84.397476,(B) Suspected Minor/Visible Injury,0.0,0.0,1.0,Atlanta,FULTON,I-7585 North Mm241.2,Mount Zion Blvd Sw and I-7585 North Mm241.2,Sideswipe-Same Direction,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Motorcycle Helmet""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Disregard Police - Traffic Control"",""Following Too Close"",""Changed Lanes Improperly"",""Reaction to Object or Animal""]",309,200.58333254715967
2022-12-01,21:00:00,21,2022,12,1,Thursday,33.758793,-84.379223,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75,I-75 and Ellis St Ne,Angle Crash,On Roadway - Non-Intersection,Dark-Lighted,Cloudy,Dry,Atlanta Police Department,"[""Unknown"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Changed Lanes Improperly"",""Following Too Close"",""No Signal/Improper Signal""]",9,73.82326499767362
2022-12-02,19:22:00,19,2022,12,2,Friday,33.784533,-84.405986,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,Ethel St Nw,Ethel St Nw and Hemphill Ave Nw,Angle Crash,On Roadway - Roadway Intersection,Dark-Lighted,Clear,Dry,Atlanta Police Department,"[""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,86,234.50108251168373
2022-12-02,16:15:00,16,2022,12,2,Friday,33.805969,-84.381867,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-85 Sb,I-85 Sb and Armour Drive,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""None Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,322,232.98871741544104
2022-12-02,16:40:00,16,2022,12,2,Friday,33.807885,-84.377261,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,Ga-13Sb,Ga-13Sb and Armour Dr,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,322,245.97272077228828
2022-12-02,18:05:00,18,2022,12,2,Friday,33.796514,-84.394981,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75 Sb,I-75 Sb and Deering Road,Sideswipe-Same Direction,On Roadway - Non-Intersection,Dark-Lighted,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,R356,59.57868210911842
2022-12-02,20:00:00,20,2022,12,2,Friday,33.741556,-84.402936,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,Mcdaniel St Sw,Fulton St Sw and Mcdaniel St Sw,Rear End,On Roadway - Roadway Intersection,Daylight,Clear,Dry,Atlanta Police Department,"[""None Used"",""None Used"",""None Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,315,154.21947972566863
2022-12-02,19:25:00,19,2022,12,2,Friday,33.793531,-84.392257,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-85 Nb,I-85 Nb and 17Th Street,Rear End,On Roadway - Non-Intersection,Dark-Lighted,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R378,169.113805199941
2022-12-02,20:00:00,20,2022,12,2,Friday,33.79789,-84.39581,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75Sb,I-75Sb and Northside Dr,Rear End,On Roadway - Non-Intersection,Dark-Lighted,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Inattentive or Other Distraction (Distracted)"",""Following Too Close""]",R365,161.636661275377
2022-12-03,14:16:00,14,2022,12,3,Saturday,33.742597,-84.403576,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-20 East,I-20 East and Mcdaniel Street,Rear End,On Roadway - Non-Intersection,Daylight,Cloudy,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,315,100.37366292582956
2022-12-03,16:00:00,16,2022,12,3,Saturday,33.794968,-84.393924,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-85Sb,I-85Sb and Armour Dr,Rear End,On Roadway - Non-Intersection,Daylight,Cloudy,Wet,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Child Restraint System (Properly Used)"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R356,171.05023477934972
2022-12-03,15:01:00,15,2022,12,3,Saturday,33.764504,-84.492749,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-285 S,I-20 and I-285 S,Sideswipe-Same Direction,On Roadway - Non-Intersection,Daylight,Cloudy,Wet,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Changed Lanes Improperly,R376,147.80220505143927
2022-12-03,14:38:00,14,2022,12,3,Saturday,33.743465,-84.380465,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-20 West,Hill St and I-20 West,Rear End,On Roadway - Non-Intersection,Daylight,Cloudy,Wet,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,77,168.43364126313094
2022-12-03,18:35:00,18,2022,12,3,Saturday,33.798321,-84.393029,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-85 Sb,I-85 Sb and Armour Drive,Rear End,On Roadway - Non-Intersection,Dark-Lighted,Clear,Wet,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R365,127.44462116542334
2022-12-04,19:30:00,19,2022,12,4,Sunday,33.797502,-84.395609,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75,I-75 and Exit 251,Angle Crash,On Roadway - Roadway Intersection,Dark-Lighted,Clear,Dry,Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Changed Lanes Improperly,R365,140.2050870509183
2022-12-04,19:29:00,19,2022,12,4,Sunday,33.75988,-84.379856,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75,I-75 and Andrew Young International Blvd Ne,Rear End,On Roadway - Non-Intersection,Dark-Lighted,Clear,Dry,Atlanta Police Department,"[""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,9,183.7004084186437
2022-12-04,22:23:00,22,2022,12,4,Sunday,33.677688,-84.397798,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-75,None and I-75,Sideswipe-Same Direction,On Roadway - Non-Intersection,Dark-Lighted,Cloudy,Dry,Atlanta Police Department,"[""Unknown"",""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Changed Lanes Improperly,309,154.91167389356752
2022-12-05,22:50:00,22,2022,12,5,Monday,33.874381,-84.446413,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-75,None and I-75,Angle Crash,"On Roadway - Managed Lane (HOV, HOT, Reversible)",Dark-Lighted,Rain,Wet,Atlanta Police Department,"[""Unknown"",""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Too Fast for Conditions,308,26.81619673042864
2022-12-05,17:40:00,17,2022,12,5,Monday,33.687186,-84.4014,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-85 South,I-85 South and Mm 77 (Metropolitan Pkwy),Rear End,On Roadway - Non-Intersection,Dark-Lighted,Rain,Wet,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R357,94.77187302772492
2022-12-05,09:12:00,9,2022,12,5,Monday,33.75742,-84.380197,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,John Wesley Dobbs Ave Ne,Jesse Hill Jr Dr Ne and John Wesley Dobbs Ave Ne,Angle Crash,On Roadway - Roadway Intersection,Daylight,Rain,Wet,Atlanta Police Department,"[""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Too Fast for Conditions,9,218.9601259864037
2022-12-05,09:52:00,9,2022,12,5,Monday,33.786215,-84.404236,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,Mcmillan St Nw,14Th St Nw and Mcmillan St Nw,Head On,On Roadway - Roadway Intersection,Daylight,Rain,Water (standing or moving),Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Failure to Yield,86,18.049924358763803
2022-12-05,10:15:00,10,2022,12,5,Monday,33.79359,-84.392794,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-85 South,I-75 North and I-85 South,Rear End,On Roadway - Non-Intersection,Daylight,Rain,Wet,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R378,176.89975779851545
2022-12-05,22:00:00,22,2022,12,5,Monday,33.872795,-84.445168,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75,None and I-75,Not a Collision with Motor Vehicle,"On Roadway - Managed Lane (HOV, HOT, Reversible)",Dark-Not Lighted,Rain,Water (standing or moving),Atlanta Police Department,"[""Unknown"",""Unknown""]",Motor Vehicle in Motion,Motor Vehicle in Motion,,308,189.6720839203689
2022-12-05,17:28:00,17,2022,12,5,Monday,33.743307,-84.379296,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-20 East,I-20 East and Hill Street Overpass,Rear End,On Roadway - Non-Intersection,Dark-Not Lighted,Rain,Wet,Gsp Post 00,"[""Unknown"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,77,59.14866609472824
2022-12-05,19:08:00,19,2022,12,5,Monday,33.87401,-84.446395,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-75 Sb,I-75 Sb and Mt Paran Road,Angle Crash,On Roadway - Non-Intersection,Dark-Not Lighted,Rain,Wet,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Too Fast for Conditions"",""Driver Lost Control""]",308,39.90290562037585
2022-12-05,18:10:00,18,2022,12,5,Monday,33.808252,-84.378394,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-85 Nb,Ga-13 and I-85 Nb,Sideswipe-Same Direction,On Roadway - Non-Intersection,Dark-Lighted,Rain,Wet,Gsp Post 00,"[""Unknown"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Changed Lanes Improperly"",""Changed Lanes Improperly""]",322,179.34744882177716
2022-12-05,23:00:00,23,2022,12,5,Monday,33.795232,-84.393247,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-85,None and I-85,Rear End,On Roadway - Non-Intersection,Dark-Lighted,Rain,Wet,Atlanta Police Department,"[""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Following Too Close"",""Too Fast for Conditions""]",R378,117.46432913584788
2022-12-05,22:30:00,22,2022,12,5,Monday,33.7984,-84.396113,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75,None and I-75,Sideswipe-Same Direction,On Roadway - Non-Intersection,Dark-Lighted,Rain,Water (standing or moving),Atlanta Police Department,"[""Unknown"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Improper Turn,R365,206.5174864419152
2022-12-05,14:00:00,14,2022,12,5,Monday,33.760119,-84.38003,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-7585 Sb,I-7585 Sb and John Wesley Dobbs,Rear End,On Roadway - Non-Intersection,Daylight,Rain,Wet,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,9,213.8653045951212
2022-12-05,08:18:00,8,2022,12,5,Monday,33.743505,-84.379437,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-20 Wb,I-20 Wb and Hill St Overpass,Rear End,On Roadway - Non-Intersection,Daylight,Cloudy,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,77,80.21478571228214
2022-12-05,16:38:00,16,2022,12,5,Monday,33.757736,-84.377896,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,Irwin St Ne,Fort St Ne and Irwin St Ne,Rear End,On Roadway - Roadway Intersection,Daylight,Rain,Wet,Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,9,120.88312110993712
2022-12-05,18:18:00,18,2022,12,5,Monday,33.874052,-84.446438,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75Sb,I-75Sb and Mt Paran Road,Not a Collision with Motor Vehicle,Off Roadway,Dark-Not Lighted,Rain,Wet,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]",Other - Fixed Object,Other - Fixed Object,"[""Driver Lost Control"",""Too Fast for Conditions""]",308,38.95823979217823
2022-12-06,15:50:00,15,2022,12,6,Tuesday,33.798384,-84.396103,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75 Sb,I-75 Sb and Deering Rd,Sideswipe-Same Direction,On Roadway - Non-Intersection,Daylight,Cloudy,Wet,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,R365,204.9216251982056
