Station ID,Functional Class,Latitude,Longitude,Year,AADT,Statistics type,Single-Unit Truck AADT,Combo-Unit Truck AADT,% Peak SU Trucks,% Peak CU Trucks,K-Factor,D-Factor,Future AADT,Station Type
"075-8046",7R : Rural Local,31.322215,-83.441712,2025,50,Estimated,1,0,0,0,0.164,0.88,60,Short Term
"075-8048",7R : Rural Local,31.294028,-83.474784,2025,100,Estimated,15,0,0.148,0.005,0.1434,0.67,150,Short Term
"075-8049",6R : Rural Minor Collector,31.236499,-83.463652,2025,390,Estimated,37,103,1.913,0.82,0.0929,0.8,760,Short Term
"075-8051",6R : Rural Minor Collector,31.069777,-83.455764,2025,440,Estimated,34,6,0.462,0.231,0.1524,0.56,550,Short Term
"075-8052",6R : Rural Minor Collector,31.080557,-83.468486,2025,700,Estimated,33,20,0.46,0.23,0.1166,0.66,880,Short Term
"075-8053",7U : Urban Local,31.136442,-83.415063,2025,170,Estimated,4,1,0,0,0.1209,0.63,210,Short Term
"075-8054",7U : Urban Local,31.154889,-83.426706,2025,850,Estimated,18,8,0,0,0.1255,0.63,1100,Short Term
"075-R001",1R : Rural Principal Arterial - Interstate,31.042936,-83.397202,2025,620,Estimated,,,,,0.1428,1,970,Short Term
"075-R002",1R : Rural Principal Arterial - Interstate,31.045067,-83.396998,2025,460,Actual,,,,,0.0986,1,820,Short Term
"075-R005",1U : Urban Principal Arterial - Interstate,31.110938,-83.426580,2025,1240,Actual,,,,,0.0983,1,1560,Short Term
"075-R006",1U : Urban Principal Arterial - Interstate,31.114015,-83.428105,2025,1020,Estimated,,,,,0.1077,1,1530,Short Term
"075-R007",1U : Urban Principal Arterial - Interstate,31.131816,-83.437075,2025,3080,Estimated,,,,,0.0863,1,5440,Short Term
"075-R008",1U : Urban Principal Arterial - Interstate,31.136447,-83.438328,2025,2590,Estimated,,,,,0.0797,1,4740,Short Term
"075-R009",1U : Urban Principal Arterial - Interstate,31.163950,-83.448627,2025,840,Estimated,,,,,0.1383,1,1600,Short Term
"075-R010",1U : Urban Principal Arterial - Interstate,31.166510,-83.448936,2025,620,Estimated,,,,,0.1213,1,780,Short Term
"075-R013",1R : Rural Principal Arterial - Interstate,31.213404,-83.459294,2025,550,Actual,,,,,0.0853,1,820,Short Term
"075-R014",1R : Rural Principal Arterial - Interstate,31.216469,-83.459807,2025,260,Estimated,,,,,0.1307,1,330,Short Term
"075-R017",1R : Rural Principal Arterial - Interstate,31.268354,-83.471546,2025,520,Actual,,,,,0.1079,1,1160,Short Term
"075-R018",1R : Rural Principal Arterial - Interstate,31.270483,-83.472098,2025,430,Estimated,,,,,0.1286,1,540,Short Term
"075-R601",1R : Rural Principal Arterial - Interstate,31.045914,-83.397740,2025,480,Estimated,,,,,0.0913,1,940,Short Term
"075-R602",1R : Rural Principal Arterial - Interstate,31.043042,-83.397998,2025,740,Actual,,,,,0.1051,1,930,Short Term
"075-R605",1U : Urban Principal Arterial - Interstate,31.113690,-83.428817,2025,950,Estimated,,,,,0.085,1,1560,Short Term
"075-R606",1U : Urban Principal Arterial - Interstate,31.111129,-83.427372,2025,1120,Actual,,,,,0.1039,1,1410,Short Term
"075-R607",1U : Urban Principal Arterial - Interstate,31.140533,-83.440919,2025,2480,Estimated,,,,,0.09,1,5010,Short Term
"075-R608",1U : Urban Principal Arterial - Interstate,31.133868,-83.438431,2025,2910,Estimated,,,,,0.0804,1,5690,Short Term
"075-R609",1U : Urban Principal Arterial - Interstate,31.167707,-83.450086,2025,670,Estimated,,,,,0.115,1,1290,Short Term
"075-R610",1U : Urban Principal Arterial - Interstate,31.164283,-83.449366,2025,730,Estimated,,,,,0.1132,1,1420,Short Term
"075-R613",1R : Rural Principal Arterial - Interstate,31.216887,-83.460573,2025,260,Estimated,,,,,0.0862,1,330,Short Term
"075-R614",1R : Rural Principal Arterial - Interstate,31.213934,-83.460177,2025,420,Estimated,,,,,0.1193,1,900,Short Term
"075-R617",1R : Rural Principal Arterial - Interstate,31.270458,-83.472861,2025,450,Estimated,,,,,0.1004,1,570,Short Term
"075-R618",1R : Rural Principal Arterial - Interstate,31.267258,-83.472152,2025,630,Actual,,,,,0.1046,1,940,Short Term
"077-0101",4U : Urban Minor Arterial,33.251387,-84.756498,2025,7990,Estimated,524,370,0.783,0.231,0.0954,0.64,11700,Short Term
"077-0103",4U : Urban Minor Arterial,33.287366,-84.767931,2025,11300,Actual,499,361,,,0.0992,0.62,17300,Short Term
"077-0106",4U : Urban Minor Arterial,33.303919,-84.773832,2025,12200,Estimated,825,294,0.57,0.101,0.0883,0.68,16700,Short Term
"077-0110",3U : Urban Principal Arterial - Other,33.327870,-84.779949,2025,18100,Estimated,1266,1106,0.446,0.353,0.11,0.52,22800,Short Term
"077-0113",3U : Urban Principal Arterial - Other,33.346932,-84.787748,2025,10900,Estimated,1053,390,0.739,0.185,0.0947,0.56,13700,Short Term
"077-0116",3U : Urban Principal Arterial - Other,33.358238,-84.791012,2025,13500,Estimated,1027,193,0.702,0.06,0.0954,0.55,17000,Short Term
"077-0119",3U : Urban Principal Arterial - Other,33.364826,-84.795787,2025,12500,Actual,780,153,0.464,0.077,0.0912,0.54,15800,Short Term
"077-0121",3U : Urban Principal Arterial - Other,33.370570,-84.799430,2025,11700,Estimated,582,117,0.346,0.069,0.0904,0.52,14700,Short Term
"077-0124",3U : Urban Principal Arterial - Other,33.372495,-84.799764,2025,9520,Estimated,653,109,0.489,0.021,0.089,1,12000,Short Term
"077-0126",3U : Urban Principal Arterial - Other,33.374757,-84.799559,2025,15200,Actual,711,94,0.277,0.026,0.1014,1,19200,Short Term
"077-0129",3U : Urban Principal Arterial - Other,33.377607,-84.799199,2025,11800,Estimated,497,84,0.223,0.06,0.0882,1,14900,Short Term
"077-0132",3U : Urban Principal Arterial - Other,33.378830,-84.799050,2025,16800,Estimated,690,90,0.228,0.024,0.0918,1,21200,Short Term
"077-0135",3U : Urban Principal Arterial - Other,33.381882,-84.800046,2025,8070,Estimated,391,33,0.464,0.013,0.1077,0.62,12200,Short Term
"077-0137",4U : Urban Minor Arterial,33.380378,-84.803295,2025,14500,Actual,456,131,0.234,0.089,0.0925,0.61,18300,Short Term
"077-0139",4U : Urban Minor Arterial,33.380996,-84.810282,2025,14700,Estimated,719,112,0.268,0.062,0.0928,0.57,18500,Short Term
"077-0143",4U : Urban Minor Arterial,33.384247,-84.815550,2025,15000,Actual,,,,,0.1001,0.55,18900,Short Term
"077-0144",4U : Urban Minor Arterial,33.393742,-84.825140,2025,8200,Estimated,467,186,0.462,0.224,0.0951,0.56,10300,Short Term
"077-0147",4U : Urban Minor Arterial,33.399328,-84.829375,2025,16700,Estimated,773,470,,,0.0892,0.65,21000,Short Term
"077-0149",4U : Urban Minor Arterial,33.417565,-84.852097,2025,14200,Estimated,835,468,0.398,0.139,0.0902,0.62,26300,Short Term
"077-0150",4R : Rural Minor Arterial,33.466017,-84.894215,2025,14800,Actual,1154,670,0.555,0.135,0.0968,0.61,18600,Short Term
"077-0153",1R : Rural Principal Arterial - Interstate,33.232200,-84.808300,2025,51500,Calculated,,,,,,,68500,Short Term
"077-0156",1U : Urban Principal Arterial - Interstate,33.284900,-84.798000,2025,55700,Calculated,,,,,,,75500,Short Term
"077-0158",1U : Urban Principal Arterial - Interstate,33.345070,-84.762170,2025,63800,Calculated,,,,,,,84800,Short Term
"077-0159",1U : Urban Principal Arterial - Interstate,33.373070,-84.758220,2025,67300,Calculated,,,,,,,99400,Short Term
"077-0160",1U : Urban Principal Arterial - Interstate,33.424300,-84.725800,2025,82000,Calculated,,,,,,,124000,Short Term
"077-0163",1U : Urban Principal Arterial - Interstate,33.471700,-84.665600,2025,88500,Calculated,,,,,,,117000,Short Term
"077-0165",1U : Urban Principal Arterial - Interstate,33.507000,-84.634500,2025,91400,Calculated,,,,,,,120000,Short Term
"077-0167",5R : Rural Major Collector,33.228073,-84.828417,2025,1330,Estimated,74,18,0.229,0.076,0.0915,0.58,2270,Short Term
"077-0169",5U : Urban Major Collector,33.233894,-84.834688,2025,1580,Actual,99,12,0.254,0.063,0.0794,0.54,1990,Short Term
"077-0176",5U : Urban Major Collector,33.239137,-84.834915,2025,580,Estimated,,,,,0.1173,0.6,730,Short Term
"077-0178",5U : Urban Major Collector,33.271559,-84.834465,2025,700,Estimated,54,3,0.58,0,0.1174,0.52,880,Short Term
"077-0181",5U : Urban Major Collector,33.311300,-84.826104,2025,1540,Estimated,,,,,0.1024,0.64,2010,Short Term
"077-0183",4R : Rural Minor Arterial,33.228405,-84.848422,2025,5710,Actual,539,146,0.665,0.035,0.0936,0.66,9550,Short Term
"077-0185",4U : Urban Minor Arterial,33.234823,-84.822999,2025,7270,Estimated,503,136,0.635,0.099,0.0934,0.71,11300,Short Term
"077-0187",4U : Urban Minor Arterial,33.252860,-84.787270,2025,2230,Actual,210,64,0.761,0.179,0.0891,0.67,2810,Short Term
"077-0189",4U : Urban Minor Arterial,33.274569,-84.771468,2025,1780,Estimated,120,25,0.748,0,0.0875,0.56,2240,Short Term
"077-0191",3U : Urban Principal Arterial - Other,33.372120,-84.800247,2025,9310,Estimated,412,65,0.317,0.098,0.1008,1,11700,Short Term
"077-0193",3U : Urban Principal Arterial - Other,33.373272,-84.800682,2025,9330,Actual,780,96,0.9,0.064,0.0958,1,11800,Short Term
"077-0195",3U : Urban Principal Arterial - Other,33.374026,-84.800582,2025,8980,Actual,550,98,0.323,0.089,0.096,1,11300,Short Term
"077-0196",3U : Urban Principal Arterial - Other,33.375599,-84.800386,2025,10000,Actual,514,74,0.239,0.01,0.0893,1,12600,Short Term
"077-0198",3U : Urban Principal Arterial - Other,33.376852,-84.800246,2025,11000,Estimated,156,17,0.089,0.009,0.0943,1,13900,Short Term
"077-0200",3U : Urban Principal Arterial - Other,33.379274,-84.799958,2025,15800,Estimated,670,138,0.198,0.032,0.0893,1,19900,Short Term
"077-0202",3U : Urban Principal Arterial - Other,33.382809,-84.800094,2025,7970,Actual,364,43,0.558,0.065,0.0999,0.61,10000,Short Term
"077-0204",3U : Urban Principal Arterial - Other,33.391756,-84.800835,2025,8080,Estimated,332,39,0.263,0.05,0.098,0.55,10200,Short Term
"077-0206",3U : Urban Principal Arterial - Other,33.398008,-84.798124,2025,8170,Actual,412,41,0.323,0.025,0.095,0.52,10300,Short Term
"077-0208",4U : Urban Minor Arterial,33.409518,-84.784899,2025,11200,Estimated,594,168,0.36,0.144,0.1047,0.55,14100,Short Term
"077-0211",4U : Urban Minor Arterial,33.423626,-84.767755,2025,7430,Actual,639,144,0.471,0.121,0.1017,0.52,9360,Short Term
"077-0213",4U : Urban Minor Arterial,33.444098,-84.709364,2025,15400,Estimated,862,231,0.328,0.053,0.0998,0.59,19400,Short Term
"077-0215",4U : Urban Minor Arterial,33.478517,-84.683101,2025,11000,Actual,610,453,0.044,0.041,0.0923,0.58,15000,Short Term
"077-0217",4U : Urban Minor Arterial,33.501915,-84.672247,2025,12600,Estimated,901,399,0.296,0.179,0.0959,0.56,15900,Short Term
"077-0219",6R : Rural Minor Collector,33.227388,-84.896856,2025,1520,Estimated,109,33,0.316,0.237,0.1043,0.64,3230,Short Term
"077-0221",5R : Rural Major Collector,33.241054,-84.940825,2025,1840,Estimated,146,73,0.825,0.22,0.1017,0.66,3170,Short Term
"077-0223",5U : Urban Major Collector,33.261118,-84.925239,2025,1310,Estimated,138,62,1.084,0.387,0.1077,0.71,2310,Short Term
"077-0226",5U : Urban Major Collector,33.300565,-84.846674,2025,1480,Estimated,144,34,1.054,0.211,0.1012,0.65,2640,Short Term
"077-0228",5U : Urban Major Collector,33.316043,-84.824783,2025,3570,Estimated,,,,,0.092,0.68,4500,Short Term
"077-0230",5U : Urban Major Collector,33.341662,-84.795809,2025,3400,Estimated,,,,,0.0958,0.69,4280,Short Term
"077-0232",3R : Rural Principal Arterial - Other,33.344030,-84.948123,2025,5280,Estimated,638,170,0.835,0.272,0.0915,0.73,6790,Short Term
"077-0236",3U : Urban Principal Arterial - Other,33.380239,-84.855973,2025,7800,Estimated,554,143,0.484,0.131,0.0978,0.71,9860,Short Term
"077-0239",4U : Urban Minor Arterial,33.384587,-84.840140,2025,3420,Estimated,233,28,0.443,0.089,0.1038,0.66,4310,Short Term
"077-0241",4U : Urban Minor Arterial,33.385873,-84.820855,2025,9190,Actual,,,,,0.0959,0.59,11600,Short Term
"077-0242",4U : Urban Minor Arterial,33.377961,-84.799600,2025,4750,Estimated,70,5,,,0.0973,1,6190,Short Term
"077-0243",3U : Urban Principal Arterial - Other,33.381523,-84.797293,2025,19500,Estimated,597,73,0.208,0.016,0.0864,0.55,24600,Short Term
"077-0245",3U : Urban Principal Arterial - Other,33.389001,-84.774662,2025,22900,Actual,782,203,0.223,0.048,0.0874,0.56,28900,Short Term
"077-0247",3U : Urban Principal Arterial - Other,33.395843,-84.760253,2025,49900,Estimated,1737,531,0.253,0.067,0.0871,0.55,62900,Short Term
"077-0249",3U : Urban Principal Arterial - Other,33.396663,-84.746778,2025,56400,Actual,2462,1030,0.262,0.09,0.0856,0.52,71100,Short Term
"077-0252",3U : Urban Principal Arterial - Other,33.406367,-84.698187,2025,30300,Estimated,1030,443,0.253,0.06,0.0867,0.55,38200,Short Term
"077-0254",3U : Urban Principal Arterial - Other,33.401683,-84.641931,2025,27600,Actual,992,214,0.235,0.047,0.0837,0.54,34800,Short Term
"077-0256",3U : Urban Principal Arterial - Other,33.397379,-84.621577,2025,33400,Estimated,1166,345,0.236,0.018,0.0911,0.54,51700,Short Term
"077-0258",5R : Rural Major Collector,33.372468,-84.898494,2025,480,Estimated,,,,,0.1063,0.63,610,Short Term
"077-0261",5R : Rural Major Collector,33.392615,-84.886324,2025,2680,Estimated,,,,,0.1628,0.7,3380,Short Term
"077-0263",5U : Urban Major Collector,33.392364,-84.860422,2025,5060,Actual,339,29,0.87,0.079,0.1111,0.79,6930,Short Term
"077-0265",5U : Urban Major Collector,33.441971,-84.843525,2025,2890,Estimated,169,33,0.634,0.282,0.1096,0.61,3640,Short Term
"077-0267",5U : Urban Major Collector,33.440222,-84.790658,2025,3600,Estimated,240,40,0.506,0,0.1138,0.66,4540,Short Term
"077-0272",4U : Urban Minor Arterial,33.393376,-84.801212,2025,4880,Estimated,,,,,0.1108,0.61,6150,Short Term
"077-0276",4U : Urban Minor Arterial,33.409414,-84.811434,2025,7730,Actual,319,60,0.349,0.065,0.1027,0.54,10800,Short Term
"077-0280",4U : Urban Minor Arterial,33.433873,-84.815173,2025,5090,Estimated,256,49,0.632,0.056,0.1145,0.58,6410,Short Term
"077-0282",4U : Urban Minor Arterial,33.455987,-84.822105,2025,3820,Actual,,,,,0.091,0.51,5360,Short Term
"077-0284",4U : Urban Minor Arterial,33.476875,-84.819245,2025,1430,Estimated,93,21,0.432,0.072,0.1094,0.53,1800,Short Term
"077-0288",5U : Urban Major Collector,33.504989,-84.768520,2025,2050,Estimated,,,,,0.1541,0.58,3570,Short Term
"077-0290",5U : Urban Major Collector,33.504167,-84.699688,2025,4400,Actual,247,50,0.819,0.159,0.1026,0.73,7170,Short Term
"077-0292",4U : Urban Minor Arterial,33.505288,-84.645491,2025,8070,Estimated,,,,,0.1041,0.54,10200,Short Term
"077-0295",4U : Urban Minor Arterial,33.501510,-84.641970,2025,13700,Estimated,,,,,0.0999,0.52,19600,Short Term
"077-0297",4U : Urban Minor Arterial,33.497668,-84.631853,2025,11900,Actual,709,161,0.458,0.156,0.1013,0.6,17500,Short Term
"077-0299",4U : Urban Minor Arterial,33.394153,-84.623998,2025,4710,Estimated,306,58,0.762,0.109,0.1139,0.63,6920,Short Term
"077-0301",4U : Urban Minor Arterial,33.415066,-84.629900,2025,10500,Estimated,472,76,0.385,0.106,0.1068,0.51,14600,Short Term
"077-0303",6U : Urban Minor Collector,33.446734,-84.633430,2025,3690,Estimated,164,30,0.219,0.137,0.1185,0.53,6510,Short Term
"077-0305",6U : Urban Minor Collector,33.479658,-84.656039,2025,6300,Estimated,,,,,0.1339,0.73,9870,Short Term
"077-0308",7U : Urban Local,33.490411,-84.664750,2025,5140,Estimated,,,,,0.1325,0.53,9580,Short Term
"077-0310",4U : Urban Minor Arterial,33.495357,-84.670795,2025,9250,Estimated,,,,,0.107,0.59,17000,Short Term
"077-0312",4U : Urban Minor Arterial,33.329940,-84.778549,2025,12500,Estimated,1232,429,0.768,0.172,0.11,0.53,20900,Short Term
"077-0314",4U : Urban Minor Arterial,33.336297,-84.741568,2025,6750,Actual,749,576,0.963,0.43,0.0938,0.52,8510,Short Term
"077-0316",4U : Urban Minor Arterial,33.331313,-84.694037,2025,9090,Estimated,834,506,1.023,0.267,0.1158,0.5,12400,Short Term
"077-0318",4U : Urban Minor Arterial,33.339826,-84.663071,2025,7640,Actual,670,306,0.831,0.299,0.0853,0.51,11600,Short Term
"077-0325",4U : Urban Minor Arterial,33.328813,-84.642099,2025,17300,Estimated,1182,587,0.56,0.14,0.1103,0.51,39000,Short Term
"077-0327",4U : Urban Minor Arterial,33.317216,-84.617356,2025,16500,Actual,720,596,0.352,0.152,0.0976,0.51,25200,Short Term
"077-0329",4U : Urban Minor Arterial,33.293350,-84.575497,2025,13400,Estimated,915,677,0.502,0.377,0.1035,0.51,20100,Short Term
"077-0331",4U : Urban Minor Arterial,33.295832,-84.562175,2025,16800,Actual,903,793,,,0.099,0.56,29300,Short Term
"077-0334",4U : Urban Minor Arterial,33.295875,-84.548555,2025,16700,Estimated,1058,530,0.601,0.225,0.099,0.52,27600,Short Term
"077-0335",4R : Rural Minor Arterial,33.270262,-84.526395,2025,11400,Actual,638,692,0.351,0.333,0.102,0.53,17600,Short Term
"077-0337",4U : Urban Minor Arterial,33.362046,-84.662152,2025,13000,Actual,,,,,0.1003,0.5,17200,Short Term
"077-0339",4U : Urban Minor Arterial,33.393194,-84.677347,2025,15400,Actual,679,210,0.371,0.091,0.0843,0.61,19400,Short Term
"077-0340",4U : Urban Minor Arterial,33.419070,-84.682552,2025,14400,Estimated,720,234,0.364,0.084,0.086,0.51,18100,Short Term
"077-0342",4U : Urban Minor Arterial,33.448779,-84.698487,2025,21400,Actual,1302,616,0.402,0.173,0.0853,0.59,28800,Short Term
"077-0344",5U : Urban Major Collector,33.445692,-84.672502,2025,8150,Actual,286,39,0.54,0.061,0.1055,0.55,10600,Short Term
"077-0346",4U : Urban Minor Arterial,33.373789,-84.792260,2025,6560,Estimated,,,,,0.0944,0.51,8270,Short Term
"077-0348",4U : Urban Minor Arterial,33.372400,-84.785190,2025,7190,Estimated,,,,,0.103,0.55,9060,Short Term
"077-0350",4U : Urban Minor Arterial,33.367953,-84.778633,2025,8650,Estimated,,,,,0.091,0.52,10900,Short Term
"077-0353",4U : Urban Minor Arterial,33.380046,-84.745279,2025,15800,Estimated,343,31,0.205,0,0.103,0.5,19900,Short Term
"077-0355",4U : Urban Minor Arterial,33.373031,-84.694791,2025,9690,Actual,211,32,0.33,0.031,0.1009,0.55,12800,Short Term
"077-0357",4U : Urban Minor Arterial,33.390115,-84.641163,2025,6520,Estimated,,,,,0.0992,0.59,10700,Short Term
"077-0359",4U : Urban Minor Arterial,33.363733,-84.793516,2025,6240,Estimated,411,19,0.551,0.016,0.0899,0.53,7860,Short Term
"077-0361",4U : Urban Minor Arterial,33.363890,-84.786090,2025,7090,Estimated,,,,,0.0945,0.53,8930,Short Term
"077-0363",4U : Urban Minor Arterial,33.360382,-84.762320,2025,19600,Estimated,895,268,0.291,0.083,0.0945,0.59,42100,Short Term
"077-0366",4U : Urban Minor Arterial,33.355910,-84.735917,2025,10600,Actual,482,57,0.341,0.026,0.1042,0.57,16800,Short Term
"077-0368",4U : Urban Minor Arterial,33.347107,-84.694095,2025,7580,Actual,275,46,0.501,0.026,0.1047,0.55,9550,Short Term
"077-0370",4R : Rural Minor Arterial,33.224315,-84.573658,2025,7260,Actual,688,222,0.647,0.096,0.0876,0.68,10200,Short Term
"077-0372",4R : Rural Minor Arterial,33.227900,-84.569122,2025,6000,Estimated,404,187,0.643,0.195,0.0858,0.71,7560,Short Term
"077-0374",4R : Rural Minor Arterial,33.249566,-84.562009,2025,5730,Actual,469,197,0.628,0.192,0.0946,0.65,8570,Short Term
"077-0376",4R : Rural Minor Arterial,33.291440,-84.546149,2025,7280,Estimated,542,235,0.53,0.232,0.0978,0.67,9520,Short Term
"077-0378",4U : Urban Minor Arterial,33.305958,-84.533655,2025,17100,Actual,987,412,0.403,0.053,0.0908,0.71,26800,Short Term
"077-0380",5U : Urban Major Collector,33.245057,-84.731212,2025,2920,Estimated,326,103,0.793,0.278,0.1129,0.63,4900,Short Term
"077-0383",5R : Rural Major Collector,33.300673,-84.676673,2025,3770,Actual,328,66,0.796,0.159,0.0974,0.6,7810,Short Term
"077-0385",5R : Rural Major Collector,33.325251,-84.644921,2025,5530,Actual,196,52,0.325,0.127,0.0987,0.79,10900,Short Term
"077-0388",4U : Urban Minor Arterial,33.333792,-84.646553,2025,12000,Estimated,712,194,0.455,0.084,0.0874,0.63,18900,Short Term
"077-0390",4U : Urban Minor Arterial,33.336801,-84.647551,2025,8170,Actual,672,194,0.87,0.245,0.0709,0.52,14100,Short Term
"077-0392",4U : Urban Minor Arterial,33.345963,-84.643380,2025,8400,Estimated,487,45,0.529,0.015,0.1002,0.68,13200,Short Term
"077-0394",4U : Urban Minor Arterial,33.348037,-84.642102,2025,8180,Actual,507,111,0.428,0.086,0.107,0.57,13700,Short Term
"077-0396",4U : Urban Minor Arterial,33.387085,-84.624966,2025,10700,Estimated,682,123,0.529,0.066,0.0993,0.58,13900,Short Term
"077-0398",4U : Urban Minor Arterial,33.393998,-84.621843,2025,9100,Actual,501,100,0.47,0.123,0.144,0.57,13800,Short Term
"077-0400",3U : Urban Principal Arterial - Other,33.396743,-84.615015,2025,41500,Estimated,1647,436,0.243,0.024,0.0914,0.55,52600,Short Term
"077-0403",5U : Urban Major Collector,33.320305,-84.761588,2025,2870,Estimated,209,36,0.986,0.211,0.1173,0.71,6470,Short Term
"077-0405",5U : Urban Major Collector,33.288485,-84.714035,2025,2660,Estimated,202,25,0.533,0.152,0.1046,0.69,5700,Short Term
"077-0407",5R : Rural Major Collector,33.269245,-84.669223,2025,2790,Estimated,241,66,0.818,0.335,0.1201,0.64,5830,Short Term
"077-0409",5R : Rural Major Collector,33.255388,-84.634342,2025,3710,Estimated,253,74,0.846,0.246,0.1016,0.67,7920,Short Term
"077-0412",5R : Rural Major Collector,33.244253,-84.600844,2025,1410,Estimated,137,35,0.893,0.298,0.1273,0.55,2690,Short Term
"077-0421",4U : Urban Minor Arterial,33.509461,-84.670993,2025,13400,Actual,640,503,0.231,0.127,0.0908,0.51,16900,Short Term
"077-0423",5U : Urban Major Collector,33.507458,-84.675419,2025,4220,Estimated,,,,,0.1032,0.6,6630,Short Term
"077-0426",4U : Urban Minor Arterial,33.343717,-84.653284,2025,10000,Actual,,,,,0.1142,0.61,14100,Short Term
"077-0429",6R : Rural Minor Collector,33.294761,-84.554139,2025,3130,Estimated,,,,,0.1153,0.61,5850,Short Term
"077-0431",6U : Urban Minor Collector,33.297825,-84.553870,2025,7400,Actual,,,,,0.0961,0.66,9320,Short Term
"077-0436",6U : Urban Minor Collector,33.307790,-84.553509,2025,8830,Estimated,,,,,0.1482,0.74,13600,Short Term
"077-0442",5R : Rural Major Collector,33.230411,-84.568684,2025,580,Estimated,,,,,0.09,,730,Short Term
"077-0445",5R : Rural Major Collector,33.226163,-84.936213,2025,2330,Actual,,,,,0.0987,0.53,2940,Short Term
